pyramidal-cells/L2/IPC/mtC110800E_idA.h5,L2_IPC
pyramidal-cells/L2/IPC/sm080522a1-5_idA.h5,L2_IPC
pyramidal-cells/L2/IPC/sm100111a1-5_idM.h5,L2_IPC
pyramidal-cells/L2/IPC/sm100518a1-4_idD.h5,L2_IPC
pyramidal-cells/L2/TPC_A/C011098A-P4.h5,L2_TPC
pyramidal-cells/L2/TPC_A/C050398B-P2.h5,L2_TPC
pyramidal-cells/L2/TPC_A/C170797A-P1.h5,L2_TPC
pyramidal-cells/L2/TPC_A/C280199C-P3.h5,L2_TPC
pyramidal-cells/L2/TPC_A/C280998A-P3.h5,L2_TPC
pyramidal-cells/L2/TPC_A/sm100429b1-2_INT_idA.h5,L2_TPC
pyramidal-cells/L2/TPC_B/C090905B.h5,L2_TPC
pyramidal-cells/L2/TPC_B/C140300B-P1.h5,L2_TPC
pyramidal-cells/L2/TPC_B/C230797B-P1.h5,L2_TPC
pyramidal-cells/L2/TPC_B/C230797B-P4.h5,L2_TPC
pyramidal-cells/L2/TPC_B/C250500A-P3.h5,L2_TPC
pyramidal-cells/L2/TPC_B/C280199C-P2.h5,L2_TPC
pyramidal-cells/L2/TPC_B/C300898C-P2.h5,L2_TPC
pyramidal-cells/L2/TPC_B/mtC120501B_idC.h5,L2_TPC
pyramidal-cells/L2/TPC_B/mtC191200B_idA.h5,L2_TPC
pyramidal-cells/L2/TPC_B/mtC231100A_idB.h5,L2_TPC
pyramidal-cells/L2/TPC_B/rp120305_Deep_3_idC.h5,L2_TPC
pyramidal-cells/L2/TPC_B/rp120307_Deep_1_idB.h5,L2_TPC
pyramidal-cells/L2/TPC_B/rp120307_Deep_2_idA.h5,L2_TPC
pyramidal-cells/L2/TPC_B/rp120312_Deep_2_idA.h5,L2_TPC
pyramidal-cells/L2/TPC_B/rp120430_P-2_idA.h5,L2_TPC
pyramidal-cells/L2/TPC_B/rp140212_ecode_3_idC.h5,L2_TPC
pyramidal-cells/L2/TPC_B/rr101124C1_idA.h5,L2_TPC
pyramidal-cells/L2/TPC_B/rr110113C1_idA.h5,L2_TPC
pyramidal-cells/L2/TPC_B/rr110114C1_idA.h5,L2_TPC
pyramidal-cells/L2/TPC_B/rr110121A_idB.h5,L2_TPC
pyramidal-cells/L2/TPC_B/rr110330_C3_idA.h5,L2_TPC
pyramidal-cells/L2/TPC_B/sm090615a1-a3_idC.h5,L2_TPC
pyramidal-cells/L2/TPC_B/sm091212a1-2_idG.h5,L2_TPC
pyramidal-cells/L2/TPC_B/sm100429a1-5_INT_idF.h5,L2_TPC
pyramidal-cells/L2/TPC_B/sm100429a1-5_INT_idH.h5,L2_TPC
pyramidal-cells/L2/TPC_B/sm100506a1-4_idA.h5,L2_TPC
pyramidal-cells/L2/TPC_B/sm100507a1-5_idB.h5,L2_TPC
pyramidal-cells/L2/TPC_B/sm100616a1-4_INT_idA.h5,L2_TPC
pyramidal-cells/L2/TPC_B/sm100617a1-4_idC.h5,L2_TPC
pyramidal-cells/L2/TPC_B/sm101027a1_INT_idA.h5,L2_TPC
pyramidal-cells/L2/TPC_B/sm101027a1_INT_idB.h5,L2_TPC
pyramidal-cells/L2/TPC_B/sm101102a1-8_INT_idC.h5,L2_TPC
pyramidal-cells/L2/TPC_B/sm110125a1-3_idA.h5,L2_TPC
