pyramidal-cells/L5/TPC_A/C030796A-P3.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C040896A-P2.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C040896A-P3.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C050896A-P2.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C050896A-P3.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C060109A2.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C060109A3.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C060110A2.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C060110A3.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C060110A5.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C060114A2.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C060114A4.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C060114A5.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C060114A6.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C060116A4.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C060202A4.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C080501A5.h5,L5_TPC
pyramidal-cells/L5/TPC_A/C270999B-P3.h5,L5_TPC
pyramidal-cells/L5/TPC_A/Fluo6_left.h5,L5_TPC
pyramidal-cells/L5/TPC_A/GTS070208-P1.h5,L5_TPC
pyramidal-cells/L5/TPC_A/ch160801B.h5,L5_TPC
pyramidal-cells/L5/TPC_A/mtC130301A_idB.h5,L5_TPC
pyramidal-cells/L5/TPC_A/rp080520-1C_P10.h5,L5_TPC
pyramidal-cells/L5/TPC_A/rp090908_c2.h5,L5_TPC
pyramidal-cells/L5/TPC_A/rp090908_c3.h5,L5_TPC
pyramidal-cells/L5/TPC_A/rp110419_C1_idC.h5,L5_TPC
pyramidal-cells/L5/TPC_A/rp110616_C1_idA.h5,L5_TPC
pyramidal-cells/L5/TPC_A/rp110616_C1_idB.h5,L5_TPC
pyramidal-cells/L5/TPC_A/rp110630_P1_idC.h5,L5_TPC
pyramidal-cells/L5/TPC_A/rp111203_C3_idA.h5,L5_TPC
pyramidal-cells/L5/TPC_A/rp111203_C3_idB.h5,L5_TPC
pyramidal-cells/L5/TPC_A/rp111205_C1_idD.h5,L5_TPC
pyramidal-cells/L5/TPC_A/rp111213_C1_idA.h5,L5_TPC
